age,job,marital,education,default,balance,housing,loan,contact,duration
26,services,single,secondary,no,50,yes,no,cellular,153
43,boogieman,divorced,primary,no,92,yes,no,unknown,237
35,technician,single,tertiary,no,470,yes,no,cellular,743
38,technician,married,secondary,no,0,no,no,cellular,82
56,unemployed,divorced,primary,no,109,no,no,cellular,924
31,services,married,secondary,no,440,yes,no,unknown,117
32,management,single,tertiary,no,0,no,no,cellular,550
28,services,single,secondary,no,2685,no,yes,unknown,5
26,admin.,divorced,secondary,yes,-3,yes,no,unknown,181
49,management,married,tertiary,no,7007,no,no,cellular,325
33,admin.,married,secondary,no,220,yes,no,unknown,345
80,retired,married,primary,no,1548,no,no,cellular,331
40,boogieman,married,secondary,no,326,yes,yes,cellular,112
42,technician,divorced,secondary,no,0,yes,no,unknown,115
46,boogieman,married,secondary,no,123,no,no,cellular,381
32,management,single,tertiary,no,697,no,no,cellular,119
37,services,single,tertiary,no,223,yes,no,unknown,25
32,student,married,secondary,no,1694,yes,no,cellular,929
53,management,married,tertiary,no,4446,yes,no,unknown,429
39,management,married,tertiary,no,894,yes,no,cellular,491
31,technician,divorced,secondary,no,202,yes,no,cellular,146
34,management,single,tertiary,no,0,no,no,cellular,191
44,technician,married,tertiary,no,1707,no,no,cellular,406
35,technician,married,secondary,no,13658,yes,no,telephone,220
39,admin.,married,secondary,no,406,no,no,cellular,253
55,services,married,secondary,no,96,no,no,telephone,340
34,housemaid,married,secondary,no,0,yes,no,unknown,154
39,technician,married,tertiary,no,-276,no,yes,cellular,121
58,retired,married,secondary,no,413,no,no,cellular,104
37,boogieman,married,primary,no,655,yes,no,cellular,127
56,retired,divorced,primary,no,694,no,no,cellular,144
32,admin.,single,secondary,no,10218,yes,no,cellular,149
41,technician,single,tertiary,no,1646,yes,no,cellular,261
29,admin.,single,tertiary,no,14,no,no,cellular,87
44,management,married,tertiary,no,7635,no,no,cellular,719
24,boogieman,married,secondary,no,9,yes,no,unknown,292
43,management,single,secondary,no,1029,yes,no,unknown,145
26,admin.,married,tertiary,no,2855,no,no,cellular,52
39,admin.,married,secondary,no,260,yes,no,cellular,146
49,boogieman,married,secondary,no,2039,yes,no,cellular,451
52,boogieman,divorced,primary,no,-97,yes,yes,unknown,167
33,boogieman,married,tertiary,no,1465,no,no,cellular,98
30,boogieman,married,secondary,no,125,yes,no,unknown,238
32,technician,single,tertiary,no,930,no,no,cellular,85
27,management,single,tertiary,no,0,yes,no,cellular,323
58,boogieman,married,primary,no,73,no,no,unknown,116
46,retired,married,primary,no,-35,yes,no,cellular,304
28,management,single,tertiary,no,1351,no,no,cellular,267
39,services,married,primary,no,1601,yes,no,unknown,201
41,services,married,unknown,no,88,yes,no,cellular,105
38,services,married,secondary,no,435,yes,no,unknown,193
50,unemployed,divorced,secondary,no,717,yes,no,cellular,113
56,services,married,secondary,no,705,yes,no,unknown,151
34,technician,married,secondary,no,1553,no,no,cellular,200
33,boogieman,divorced,secondary,no,-131,yes,no,unknown,145
61,technician,married,secondary,no,1191,no,no,cellular,214
36,admin.,single,secondary,no,47,no,yes,cellular,36
34,technician,married,tertiary,no,544,yes,yes,cellular,58
36,boogieman,married,secondary,no,688,yes,no,unknown,174
45,management,married,tertiary,no,242,no,no,cellular,587
27,student,single,tertiary,no,118,no,no,cellular,112
45,admin.,married,secondary,no,-388,yes,no,cellular,175
40,self-employed,married,tertiary,no,1603,no,no,unknown,279
36,management,single,secondary,no,1511,yes,no,cellular,270
46,boogieman,married,primary,no,147,yes,no,cellular,116
37,entrepreneur,married,tertiary,no,836,yes,no,unknown,129
36,technician,married,secondary,no,55,yes,no,cellular,38
37,admin.,married,secondary,no,1123,no,yes,unknown,138
22,student,single,tertiary,no,691,no,no,cellular,338
51,services,married,secondary,no,0,no,yes,unknown,565
49,technician,married,secondary,no,12531,no,no,cellular,77
35,management,married,tertiary,no,552,yes,yes,cellular,314
50,housemaid,married,primary,no,0,no,no,unknown,179
31,services,married,tertiary,no,309,yes,yes,unknown,294
47,services,single,secondary,no,33,yes,no,cellular,298
59,boogieman,married,secondary,no,681,yes,no,telephone,427
32,boogieman,married,secondary,no,1787,yes,no,cellular,87
71,retired,married,tertiary,no,14220,yes,no,cellular,397
31,management,single,tertiary,no,12569,no,no,cellular,344
41,boogieman,married,primary,no,4,no,no,cellular,74
35,boogieman,married,primary,no,3587,yes,no,unknown,148
36,management,married,tertiary,no,254,no,no,unknown,161
46,boogieman,divorced,primary,no,1712,no,no,unknown,110
46,boogieman,married,secondary,no,4855,yes,no,cellular,1529
47,technician,married,tertiary,no,2408,no,no,cellular,236
35,management,single,tertiary,no,252,yes,no,cellular,89
37,boogieman,married,secondary,no,346,yes,no,cellular,390
56,admin.,married,secondary,no,45,no,no,unknown,1467
46,admin.,married,secondary,no,556,yes,yes,unknown,646
44,management,divorced,tertiary,no,-710,yes,no,cellular,183
48,technician,single,tertiary,no,-551,yes,no,cellular,168
28,boogieman,single,secondary,no,56,yes,no,unknown,66
38,entrepreneur,married,tertiary,no,1514,no,yes,cellular,160
34,management,single,tertiary,no,178,yes,no,cellular,14
56,technician,married,secondary,no,359,yes,no,unknown,220
55,retired,divorced,secondary,no,1580,no,yes,unknown,1007
44,boogieman,divorced,secondary,no,221,no,no,cellular,149
38,technician,married,tertiary,no,1161,yes,no,unknown,665
53,retired,married,secondary,no,1278,yes,no,telephone,174
41,admin.,single,tertiary,no,982,no,no,cellular,105
34,technician,single,secondary,no,16,no,no,cellular,990
34,management,single,tertiary,no,1,no,no,cellular,582
35,services,married,secondary,no,128,yes,no,cellular,136
38,entrepreneur,single,secondary,no,2543,no,no,cellular,223
42,entrepreneur,married,tertiary,no,42045,no,no,cellular,205
56,boogieman,married,primary,no,828,yes,no,cellular,214
37,management,divorced,tertiary,no,0,yes,no,cellular,217
47,housemaid,married,secondary,no,3940,yes,no,cellular,171
29,boogieman,married,secondary,no,125,yes,no,unknown,50
41,management,married,tertiary,no,140,yes,no,unknown,65
43,technician,single,secondary,no,593,yes,no,unknown,55
38,self-employed,married,secondary,no,746,no,no,unknown,256
31,technician,married,secondary,no,589,yes,yes,unknown,151
32,management,single,tertiary,no,2343,no,no,cellular,226
40,management,married,tertiary,no,294,yes,no,cellular,97
45,admin.,married,secondary,no,644,no,yes,telephone,92
43,management,married,secondary,no,-26,yes,no,unknown,343
27,services,single,secondary,no,3354,yes,no,cellular,493
33,management,single,tertiary,no,23,no,no,cellular,216
37,admin.,married,secondary,no,7,yes,no,cellular,224
60,admin.,married,secondary,no,3735,no,no,cellular,190
51,self-employed,married,unknown,no,2094,no,no,cellular,458
44,boogieman,married,secondary,no,508,yes,no,cellular,222
48,management,married,unknown,no,0,yes,no,cellular,612
57,boogieman,married,primary,no,93,yes,no,telephone,137
29,technician,single,tertiary,no,0,yes,no,unknown,104
50,services,married,secondary,no,26394,no,no,cellular,206
36,services,married,secondary,no,-11,yes,no,cellular,172
49,technician,married,tertiary,no,523,yes,no,cellular,152
49,technician,married,secondary,yes,-74,yes,no,cellular,114
35,management,married,tertiary,no,0,no,no,cellular,89
39,technician,single,secondary,no,122,yes,no,unknown,158
34,boogieman,married,primary,no,351,no,yes,cellular,326
57,self-employed,married,secondary,no,35,no,yes,unknown,215
37,technician,divorced,secondary,no,2610,yes,no,cellular,53
25,services,single,secondary,no,64,no,no,cellular,71
43,boogieman,married,primary,no,60,no,no,cellular,487
37,boogieman,married,secondary,no,342,yes,no,cellular,340
36,boogieman,single,tertiary,no,1830,no,no,cellular,183
49,management,divorced,tertiary,no,1904,no,yes,cellular,131
38,management,single,tertiary,no,16957,yes,no,telephone,208
39,management,divorced,tertiary,no,26,no,no,unknown,311
40,management,married,tertiary,no,0,no,no,cellular,147
34,admin.,married,secondary,no,79,yes,no,unknown,83
39,boogieman,married,primary,no,2303,yes,no,unknown,775
53,boogieman,married,secondary,no,65,no,no,cellular,25
44,management,married,tertiary,no,332,yes,no,cellular,497
32,technician,divorced,secondary,no,-399,yes,no,unknown,180
50,technician,divorced,secondary,no,-54,yes,yes,cellular,698
29,services,married,primary,no,-102,no,no,unknown,134
55,unemployed,married,tertiary,no,4809,yes,no,cellular,223
73,retired,married,primary,no,279,no,no,cellular,399
52,technician,married,secondary,no,11,yes,no,unknown,420
49,services,married,secondary,no,2201,yes,no,unknown,233
63,retired,married,primary,no,8044,no,no,cellular,702
34,admin.,married,secondary,no,2374,yes,no,cellular,161
32,admin.,single,secondary,no,92,yes,no,cellular,110
49,housemaid,married,tertiary,no,443,no,no,cellular,27
40,boogieman,married,primary,no,1397,yes,no,telephone,58
53,entrepreneur,married,unknown,no,7,no,no,cellular,68
53,technician,married,tertiary,no,3177,no,no,cellular,92
43,boogieman,married,primary,no,232,no,yes,cellular,45
35,management,single,secondary,no,81,yes,no,cellular,79
35,services,single,secondary,no,414,yes,no,cellular,11
25,student,single,tertiary,no,1433,yes,no,cellular,520
31,technician,single,unknown,no,187,no,no,cellular,86
48,management,married,tertiary,no,0,no,no,cellular,16
40,housemaid,married,secondary,no,4610,no,no,cellular,154
46,boogieman,married,primary,no,1429,yes,no,unknown,91
30,services,single,secondary,no,334,no,no,cellular,389
47,services,married,secondary,no,2,no,yes,cellular,71
23,services,single,secondary,no,500,yes,no,unknown,111
29,technician,married,tertiary,no,43,yes,no,unknown,68
38,technician,married,secondary,no,4030,yes,no,cellular,75
56,housemaid,married,primary,no,306,no,yes,cellular,212
52,admin.,married,secondary,no,0,no,no,cellular,91
55,retired,married,secondary,no,168,no,no,cellular,79
43,entrepreneur,married,tertiary,no,210,no,no,cellular,646
34,boogieman,married,secondary,no,518,yes,no,cellular,206
43,management,single,tertiary,no,1696,yes,no,cellular,257
55,services,married,secondary,no,-31,no,yes,cellular,81
34,boogieman,married,secondary,no,856,yes,no,cellular,470
34,management,single,tertiary,no,318,yes,no,unknown,133
43,self-employed,married,tertiary,no,64,no,no,unknown,230
39,boogieman,married,primary,no,800,yes,no,cellular,76
39,technician,single,unknown,no,75,no,no,unknown,26
34,technician,single,secondary,no,347,yes,no,cellular,154
55,management,married,tertiary,no,2366,yes,yes,cellular,94
67,retired,married,tertiary,no,701,no,no,cellular,254
34,entrepreneur,married,tertiary,no,475,yes,yes,cellular,1156
47,boogieman,married,secondary,no,3285,no,no,cellular,248
33,boogieman,married,primary,no,925,no,no,cellular,884
45,entrepreneur,married,secondary,no,128,no,yes,cellular,275
36,boogieman,married,secondary,no,1587,yes,no,cellular,200
59,technician,divorced,secondary,no,879,yes,no,unknown,228
33,services,married,secondary,no,478,no,no,cellular,475
52,technician,divorced,secondary,no,280,no,no,cellular,393
53,boogieman,married,primary,no,1868,no,no,cellular,156
41,unemployed,married,primary,no,819,no,no,cellular,244
45,boogieman,married,secondary,no,4646,yes,no,unknown,118
60,self-employed,single,secondary,no,27,no,no,cellular,40
32,boogieman,married,secondary,no,736,yes,no,unknown,700
28,management,single,tertiary,no,224,yes,no,cellular,97
31,technician,single,secondary,no,2544,no,no,cellular,252
53,boogieman,married,secondary,no,427,no,yes,cellular,360
58,management,married,tertiary,no,2764,no,no,cellular,235
38,boogieman,married,secondary,no,376,yes,no,unknown,1521
46,management,married,tertiary,no,523,yes,no,cellular,105
53,entrepreneur,married,tertiary,no,71,no,yes,cellular,86
56,retired,married,secondary,no,3948,no,no,cellular,484
52,services,single,secondary,no,1810,no,no,telephone,117
38,technician,married,secondary,no,994,no,no,unknown,119
37,services,married,primary,no,52,yes,no,unknown,359
37,boogieman,married,primary,no,11,no,no,telephone,109
37,technician,married,secondary,yes,0,no,no,unknown,236
66,retired,married,primary,no,747,no,no,telephone,203
44,boogieman,married,primary,no,2657,yes,no,unknown,202
61,retired,married,secondary,no,313,no,yes,unknown,42
34,admin.,married,secondary,no,61,no,yes,unknown,21
33,admin.,single,secondary,no,2557,yes,no,cellular,186
30,services,divorced,secondary,no,0,yes,no,cellular,172
27,services,divorced,secondary,no,10,yes,no,cellular,527
37,services,married,secondary,no,658,yes,no,telephone,175
38,boogieman,married,primary,no,1679,yes,no,unknown,21
35,management,single,tertiary,no,0,no,yes,cellular,370
50,technician,married,secondary,no,841,yes,no,unknown,54
39,management,married,secondary,no,0,yes,no,cellular,63
35,management,married,secondary,no,1160,yes,no,unknown,116
36,admin.,divorced,secondary,no,-37,yes,no,unknown,151
28,services,single,secondary,no,94,yes,no,cellular,300
39,self-employed,married,tertiary,no,585,yes,no,cellular,48
39,self-employed,married,secondary,no,235,no,no,unknown,217
30,boogieman,single,secondary,no,2145,yes,no,cellular,727
32,services,married,secondary,no,1464,yes,no,unknown,193
28,technician,married,secondary,no,232,yes,yes,cellular,72
47,technician,married,primary,no,187,yes,no,unknown,165
53,management,married,tertiary,no,12,no,no,cellular,345
57,boogieman,married,primary,no,318,yes,no,unknown,206
47,services,married,secondary,no,405,no,yes,cellular,994
56,management,married,tertiary,no,334,yes,no,unknown,127
38,admin.,married,primary,no,0,yes,no,unknown,29
52,boogieman,married,primary,no,2,no,no,unknown,70
46,technician,married,secondary,no,966,yes,yes,cellular,40
57,boogieman,married,primary,yes,195,no,yes,telephone,185
42,boogieman,divorced,unknown,no,0,no,no,cellular,64
57,unemployed,married,secondary,no,0,no,no,unknown,97
51,housemaid,married,secondary,no,260,no,no,cellular,316
53,self-employed,married,tertiary,no,451,yes,no,cellular,125
37,boogieman,married,primary,no,3242,yes,no,unknown,233
47,self-employed,divorced,secondary,no,8515,yes,no,unknown,14
48,management,married,tertiary,no,1808,yes,no,cellular,245
39,boogieman,married,primary,no,20,yes,no,unknown,109
42,boogieman,married,secondary,no,3068,yes,yes,cellular,429
36,management,married,tertiary,no,23,no,no,cellular,133
34,technician,single,secondary,no,1076,no,no,cellular,70
61,retired,married,primary,no,1060,yes,no,unknown,118
32,admin.,single,secondary,no,678,yes,no,cellular,1579
35,boogieman,single,primary,no,1147,yes,yes,telephone,29
54,boogieman,married,secondary,no,-630,no,no,unknown,173
31,management,married,tertiary,no,459,no,no,cellular,13
45,technician,divorced,secondary,no,976,yes,no,cellular,183
32,housemaid,married,tertiary,no,357,yes,no,cellular,175
52,unemployed,married,secondary,no,-9,no,no,unknown,123
36,admin.,single,secondary,no,1927,yes,no,cellular,288
31,services,married,secondary,no,500,yes,no,unknown,19
53,technician,married,secondary,no,9146,no,no,cellular,136
43,entrepreneur,married,secondary,no,59,no,no,unknown,437
47,housemaid,married,primary,no,0,no,no,cellular,1225
46,boogieman,married,primary,no,328,yes,no,unknown,526
34,management,divorced,secondary,no,291,no,no,cellular,91
55,technician,single,tertiary,no,-703,yes,no,cellular,123
23,admin.,single,secondary,no,589,yes,no,cellular,62
75,boogieman,married,secondary,no,6053,no,no,cellular,865
58,admin.,married,secondary,no,1142,no,no,telephone,82
35,admin.,married,secondary,no,725,yes,no,cellular,219
27,management,married,tertiary,no,802,no,no,cellular,569
24,technician,married,secondary,no,556,yes,no,cellular,460
48,admin.,married,secondary,no,191,yes,no,cellular,238
31,technician,single,secondary,no,373,no,no,cellular,346
